Author,Text,,Verse,Year,Form,Head_Noun,Relative_Clause,Category
Egeria,Itinerarium,,80,385,ille,locus,FALSE,Determiner
Egeria,Itinerarium,,81,385,NA,ille,FALSE,Pronoun
Egeria,Itinerarium,,82,385,NA,ille,FALSE,Pronoun
Egeria,Itinerarium,,83,385,NA,ille,FALSE,Pronoun
Egeria,Itinerarium,,84,385,ille,hora,FALSE,Determiner
Egeria,Itinerarium,,85,385,NA,ille,FALSE,Pronoun
Egeria,Itinerarium,,86,385,ille,dies,FALSE,Determiner
Egeria,Itinerarium,,87,385,ille,dies,FALSE,Determiner
Egeria,Itinerarium,,88,385,ille,hora,TRUE,Determiner
Egeria,Itinerarium,,89,385,NA,ille,FALSE,Pronoun
Egeria,Itinerarium,,90,385,NA,ille,FALSE,Pronoun
Egeria,Itinerarium,,91,385,ille,septimana,FALSE,Determiner
Egeria,Itinerarium,,92,385,NA,ille,FALSE,Pronoun
Egeria,Itinerarium,,93,385,ille,locus,TRUE,Determiner
Egeria,Itinerarium,,94,385,ille,spelunca,TRUE,Determiner
Egeria,Itinerarium,,95,385,ille,locus,TRUE,Determiner
Egeria,Itinerarium,,96,385,NA,ille,FALSE,Pronoun
Egeria,Itinerarium,,97,385,NA,ille,FALSE,Pronoun
Egeria,Itinerarium,,98,385,ille,hora,FALSE,Determiner
Egeria,Itinerarium,,99,385,NA,ille,FALSE,Pronoun
Egeria,Itinerarium,,100,385,ille,hora,FALSE,Determiner
Egeria,Itinerarium,,101,385,ille,locus,TRUE,Determiner
Egeria,Itinerarium,,102,385,ille,columna,TRUE,Determiner
Egeria,Itinerarium,,103,385,ille,hora,FALSE,Determiner
Egeria,Itinerarium,,104,385,ille,locus,TRUE,Determiner
Egeria,Itinerarium,,105,385,NA,ille,FALSE,Pronoun
Egeria,Itinerarium,,106,385,ille,locus,FALSE,Determiner
Egeria,Itinerarium,,107,385,ille,locus,FALSE,Determiner
Egeria,Itinerarium,,108,385,ille,dies,FALSE,Determiner
Egeria,Itinerarium,,109,385,ille,locus,TRUE,Determiner
Egeria,Itinerarium,,110,385,ille,locus,TRUE,Determiner
Egeria,Itinerarium,,111,385,ille,locus,TRUE,Determiner
Egeria,Itinerarium,,112,385,ille,locus,TRUE,Determiner
Egeria,Itinerarium,,113,385,ille,ecclesia,TRUE,Determiner
Egeria,Itinerarium,,114,385,NA,ille,FALSE,Pronoun
Egeria,Itinerarium,,115,385,ille,nomen,FALSE,Determiner
Egeria,Itinerarium,,116,385,NA,ille,FALSE,Pronoun
Egeria,Itinerarium,,117,385,NA,ille,FALSE,Pronoun
Egeria,Itinerarium,,118,385,NA,ille,FALSE,Pronoun
Egeria,Itinerarium,,119,385,ille,dies,FALSE,Determiner
Egeria,Itinerarium,,120,385,ille,dies,FALSE,Determiner
Egeria,Itinerarium,,121,385,ille,septimana,FALSE,Determiner
Egeria,Itinerarium,,122,385,ille,dies,FALSE,Determiner
Egeria,Itinerarium,,123,385,ille,hora,FALSE,Determiner
Egeria,Itinerarium,,124,385,NA,ille,FALSE,Pronoun
Egeria,Itinerarium,,125,385,NA,ille,FALSE,Pronoun
Egeria,Itinerarium,,126,385,ille,spelunca,TRUE,Determiner
Egeria,Itinerarium,,127,385,ille,civitas,FALSE,Determiner
Egeria,Itinerarium,,128,385,NA,ille,FALSE,Pronoun
Egeria,Itinerarium,,129,385,NA,ille,TRUE,Pronoun
Egeria,Itinerarium,,130,385,NA,ille,TRUE,Pronoun
Egeria,Itinerarium,,131,385,ille,locus,FALSE,Determiner
Egeria,Itinerarium,,132,385,ille,dies,FALSE,Determiner
Egeria,Itinerarium,,133,385,ille,hora,FALSE,Determiner
Egeria,Itinerarium,,134,385,NA,ille,FALSE,Pronoun
Egeria,Itinerarium,,135,385,NA,ille,FALSE,Pronoun
Egeria,Itinerarium,,136,385,ille,septimana,TRUE,Determiner
Egeria,Itinerarium,,137,385,ille,omnis,FALSE,Pronoun
Egeria,Itinerarium,,138,385,ille,valles,TRUE,Determiner
Egeria,Itinerarium,,139,385,ille,memoria,FALSE,Determiner
Egeria,Itinerarium,,140,385,ille,locus,TRUE,Determiner
Egeria,Itinerarium,,141,385,ille,dies,FALSE,Determiner
Egeria,Itinerarium,,142,385,ille,cornu,TRUE,Determiner
Egeria,Itinerarium,,143,385,ille,locus,FALSE,Determiner
Egeria,Itinerarium,,144,385,ille,dies,FALSE,Determiner
